2026-06-15 09:59:01.560 -05:00 [INF] === Iniciando Mozo API === {"MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 09:59:06.131 -05:00 [INF] ==> GET / | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-ea9e7f82b4812f2a6dfbd7aeba1da3f4-eb0e16fd0a45880b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50D:00000001","RequestPath":"/","ConnectionId":"0HNMATQIFG50D","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:44.365 -05:00 [INF] ==> OPTIONS /login/permiso | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-8676060a40bbc3816d561c6e1e2c743d-bdfb91c78ffc10ef-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000001","RequestPath":"/login/permiso","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:44.374 -05:00 [INF] <== OPTIONS /login/permiso | Status: 204 | Duración: 8ms | Usuario: Anonymous | TraceId: 00-8676060a40bbc3816d561c6e1e2c743d-bdfb91c78ffc10ef-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000001","RequestPath":"/login/permiso","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:44.382 -05:00 [INF] ==> POST /login/permiso | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-91920a901c2372f0314c30dcbcb86dce-319693759e295055-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000003","RequestPath":"/login/permiso","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:44.445 -05:00 [WRN] [SECURITY] LOGIN_FAILED | Usuario: jabregu | IP: null {"SourceContext":"Mozo.Api.Login","RequestId":"0HNMAVK62Q93K:00000003","RequestPath":"/login/permiso","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:48.327 -05:00 [WRN] [SECURITY] UNAUTHORIZED POST /login/permiso | Usuario: Anonymous | IP: ::1 | TraceId: 00-91920a901c2372f0314c30dcbcb86dce-319693759e295055-00 | Mensaje: Usuario o contraseña incorrectos {"SourceContext":"Mozo.Api.ExceptionHandler","RequestId":"0HNMAVK62Q93K:00000003","RequestPath":"/login/permiso","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:48.344 -05:00 [ERR] An unhandled exception has occurred while executing the request. {"EventId":{"Id":1,"Name":"UnhandledException"},"SourceContext":"Microsoft.AspNetCore.Diagnostics.ExceptionHandlerMiddleware","RequestId":"0HNMAVK62Q93K:00000003","RequestPath":"/login/permiso","ConnectionId":"0HNMAVK62Q93K","ExceptionDetail":{"HResult":-2146233088,"Message":"Usuario o contraseña incorrectos","Source":"Mozo.ApiSeguridad","TargetSite":"Void MoveNext()","Code":"401","StatusCode":401,"Errors":[],"Type":"Mozo.ApiSeguridad.HelperWeb.Exceptions.UnauthorizedException"},"MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
Mozo.ApiSeguridad.HelperWeb.Exceptions.UnauthorizedException: Usuario o contraseña incorrectos
   at Mozo.Api.Login.PermisoEndPoints.LoginAsync(PermisoFilterDto f, IJwtService jwtService, IPermisoBusiness IPermiso, IIngresoBusiness IIngreso, ILoggerFactory loggerFactory) in E:\Desarrollo\Mozo\BackEnd\Mozo.ApiSeguridad\EndPoints\Login\PermisoEndPoints.cs:line 78
   at Microsoft.AspNetCore.Http.RequestDelegateFactory.ExecuteTaskResult[T](Task`1 task, HttpContext httpContext)
   at Microsoft.AspNetCore.Http.RequestDelegateFactory.<>c__DisplayClass102_2.<<HandleRequestBodyAndCompileRequestDelegateForJson>b__2>d.MoveNext()
--- End of stack trace from previous location ---
   at Microsoft.AspNetCore.Authorization.AuthorizationMiddleware.Invoke(HttpContext context)
   at Microsoft.AspNetCore.Authentication.AuthenticationMiddleware.Invoke(HttpContext context)
   at Microsoft.AspNetCore.Diagnostics.StatusCodePagesMiddleware.Invoke(HttpContext context)
   at Microsoft.AspNetCore.Diagnostics.ExceptionHandlerMiddlewareImpl.<Invoke>g__Awaited|10_0(ExceptionHandlerMiddlewareImpl middleware, HttpContext context, Task task)
2026-06-15 12:45:48.362 -05:00 [ERR] <== POST /login/permiso | Status: 500 | Duración: 3980ms | Usuario: Anonymous | TraceId: 00-91920a901c2372f0314c30dcbcb86dce-319693759e295055-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000003","RequestPath":"/login/permiso","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:57.712 -05:00 [INF] ==> OPTIONS /login/permiso | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-231da36442ea35d3eef0357066a76dff-3d377a6fad69c2a7-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000005","RequestPath":"/login/permiso","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:57.723 -05:00 [INF] <== OPTIONS /login/permiso | Status: 204 | Duración: 10ms | Usuario: Anonymous | TraceId: 00-231da36442ea35d3eef0357066a76dff-3d377a6fad69c2a7-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000005","RequestPath":"/login/permiso","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:57.733 -05:00 [INF] ==> POST /login/permiso | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-f22cb1dd6964abc1d93123ece82dcf73-e10093aa5e184af3-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000007","RequestPath":"/login/permiso","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:57.767 -05:00 [INF] [SECURITY] LOGIN_SUCCESS | Usuario: jabregu | Empresa: 1 | Ingreso: 101 | IP: ::1 | Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 S {"SourceContext":"Mozo.Api.Login","RequestId":"0HNMAVK62Q93K:00000007","RequestPath":"/login/permiso","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:57.780 -05:00 [INF] <== POST /login/permiso | Status: 200 | Duración: 47ms | Usuario: Anonymous | TraceId: 00-f22cb1dd6964abc1d93123ece82dcf73-e10093aa5e184af3-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000007","RequestPath":"/login/permiso","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:57.792 -05:00 [INF] ==> OPTIONS /login/menu/modulos | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-a7c31e90b22c8fbc195676fc81e65c86-3ad24b2ffcef0375-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000009","RequestPath":"/login/menu/modulos","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:57.799 -05:00 [INF] <== OPTIONS /login/menu/modulos | Status: 204 | Duración: 7ms | Usuario: Anonymous | TraceId: 00-a7c31e90b22c8fbc195676fc81e65c86-3ad24b2ffcef0375-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000009","RequestPath":"/login/menu/modulos","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:57.808 -05:00 [INF] ==> GET /login/menu/modulos | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-66c06e74360fbcfa0421331976053669-271b39c692630d9b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:0000000B","RequestPath":"/login/menu/modulos","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:57.821 -05:00 [INF] <== GET /login/menu/modulos | Status: 200 | Duración: 13ms | Usuario: Anonymous | TraceId: 00-66c06e74360fbcfa0421331976053669-271b39c692630d9b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:0000000B","RequestPath":"/login/menu/modulos","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:57.828 -05:00 [INF] ==> OPTIONS /maestro/tipo-general/active | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-fbfdbcd24298c3fa59bc51b3c40a89cc-f512c7b8b8fd8954-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:0000000D","RequestPath":"/maestro/tipo-general/active","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:57.833 -05:00 [INF] <== OPTIONS /maestro/tipo-general/active | Status: 204 | Duración: 4ms | Usuario: Anonymous | TraceId: 00-fbfdbcd24298c3fa59bc51b3c40a89cc-f512c7b8b8fd8954-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:0000000D","RequestPath":"/maestro/tipo-general/active","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:57.841 -05:00 [INF] ==> GET /maestro/tipo-general/active | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-d9a77e35374169c953453ad9fbd20714-9a54f4f46bcd493d-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:0000000F","RequestPath":"/maestro/tipo-general/active","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:45:57.849 -05:00 [INF] <== GET /maestro/tipo-general/active | Status: 200 | Duración: 8ms | Usuario: Anonymous | TraceId: 00-d9a77e35374169c953453ad9fbd20714-9a54f4f46bcd493d-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:0000000F","RequestPath":"/maestro/tipo-general/active","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:46:02.356 -05:00 [INF] ==> OPTIONS /seguridad/modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-3b1c2cea80df01ff8224be472fda0877-a11205bf434397b7-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000011","RequestPath":"/seguridad/modulo","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:46:02.367 -05:00 [INF] <== OPTIONS /seguridad/modulo | Status: 204 | Duración: 11ms | Usuario: Anonymous | TraceId: 00-3b1c2cea80df01ff8224be472fda0877-a11205bf434397b7-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000011","RequestPath":"/seguridad/modulo","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:46:02.378 -05:00 [INF] ==> GET /seguridad/modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-45071ec55562ce9ec3d295cd32c3bd06-ffe543da79d19f49-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000013","RequestPath":"/seguridad/modulo","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:46:02.385 -05:00 [INF] <== GET /seguridad/modulo | Status: 200 | Duración: 7ms | Usuario: Anonymous | TraceId: 00-45071ec55562ce9ec3d295cd32c3bd06-ffe543da79d19f49-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000013","RequestPath":"/seguridad/modulo","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:46:03.010 -05:00 [INF] ==> OPTIONS /seguridad/modulo/active | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-db8ee5be4e8edc121b7f1a847d528387-1eeca5642be284a1-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000015","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:46:03.025 -05:00 [INF] <== OPTIONS /seguridad/modulo/active | Status: 204 | Duración: 15ms | Usuario: Anonymous | TraceId: 00-db8ee5be4e8edc121b7f1a847d528387-1eeca5642be284a1-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000015","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:46:03.039 -05:00 [INF] ==> GET /seguridad/modulo/active | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-f2f4c86894d5949fae3b4ba1a9360c2a-77e91c8475f856f5-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000017","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:46:03.050 -05:00 [INF] <== GET /seguridad/modulo/active | Status: 200 | Duración: 10ms | Usuario: Anonymous | TraceId: 00-f2f4c86894d5949fae3b4ba1a9360c2a-77e91c8475f856f5-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000017","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:46:05.443 -05:00 [INF] ==> OPTIONS /seguridad/menu/arbol | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-525919de02722cca3b108a3d7b6e9352-a45bb3ff52d08483-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000019","RequestPath":"/seguridad/menu/arbol","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:46:05.453 -05:00 [INF] <== OPTIONS /seguridad/menu/arbol | Status: 204 | Duración: 9ms | Usuario: Anonymous | TraceId: 00-525919de02722cca3b108a3d7b6e9352-a45bb3ff52d08483-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:00000019","RequestPath":"/seguridad/menu/arbol","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:46:05.474 -05:00 [INF] ==> GET /seguridad/menu/arbol | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-f49c929473be7a4a0aa1913bf479621e-45577706b90df77e-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:0000001B","RequestPath":"/seguridad/menu/arbol","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:46:05.487 -05:00 [INF] <== GET /seguridad/menu/arbol | Status: 200 | Duración: 13ms | Usuario: Anonymous | TraceId: 00-f49c929473be7a4a0aa1913bf479621e-45577706b90df77e-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:0000001B","RequestPath":"/seguridad/menu/arbol","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:46:07.800 -05:00 [INF] ==> OPTIONS /seguridad/menu | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-981efed632a43899d4d6b67e84fd593c-f10738106d0048d1-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:0000001D","RequestPath":"/seguridad/menu","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:46:07.812 -05:00 [INF] <== OPTIONS /seguridad/menu | Status: 204 | Duración: 12ms | Usuario: Anonymous | TraceId: 00-981efed632a43899d4d6b67e84fd593c-f10738106d0048d1-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:0000001D","RequestPath":"/seguridad/menu","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:46:07.827 -05:00 [INF] ==> POST /seguridad/menu | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-162b27c38c9566e84a1aa644a67f4bf6-ab33326dbfaf5aab-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMAVK62Q93K:0000001F","RequestPath":"/seguridad/menu","ConnectionId":"0HNMAVK62Q93K","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 12:46:09.648 -05:00 [ERR] [DATABASE_ERROR] POST /seguridad/menu | Usuario: jabregu | Empresa: 1 | TraceId: 00-162b27c38c9566e84a1aa644a67f4bf6-ab33326dbfaf5aab-00 | SqlState: 23502 {"SourceContext":"Mozo.Api.ExceptionHandler","RequestId":"0HNMAVK62Q93K:0000001F","RequestPath":"/seguridad/menu","ConnectionId":"0HNMAVK62Q93K","ExceptionDetail":{"Data":{"Severity":"ERROR","InvariantSeverity":"ERROR","SqlState":"23502","MessageText":"el valor nulo en la columna «comodulo» de la relación «segmenu» viola la restricción “not-null”","Detail":"Detail redacted as it may contain sensitive data. Specify 'Include Error Detail' in the connection string to include this information.","Where":"sentencia SQL: «INSERT INTO seguridad.segmenu (\n        comodulo, nuorden, nomenu, cousucre\n    )\n    VALUES (\n        p_comodulo, p_nuorden, p_nomenu, p_cousucre\n    )\n\tRETURNING comenu»\nfunción PL/pgSQL seguridad.fn_menu_insert(integer,integer,character varying,integer) en la línea 6 en sentencia SQL","SchemaName":"seguridad","TableName":"segmenu","ColumnName":"comodulo","File":"execMain.c","Line":"2219","Routine":"ReportNotNullViolationError"},"HResult":-2147467259,"Message":"23502: el valor nulo en la columna «comodulo» de la relación «segmenu» viola la restricción “not-null”\r\n\r\nDETAIL: Detail redacted as it may contain sensitive data. Specify 'Include Error Detail' in the connection string to include this information.","Source":"Npgsql","TargetSite":"Void MoveNext()","IsTransient":false,"Severity":"ERROR","InvariantSeverity":"ERROR","SqlState":"23502","MessageText":"el valor nulo en la columna «comodulo» de la relación «segmenu» viola la restricción “not-null”","Detail":"Detail redacted as it may contain sensitive data. Specify 'Include Error Detail' in the connection string to include this information.","Hint":null,"Position":0,"InternalPosition":0,"InternalQuery":null,"Where":"sentencia SQL: «INSERT INTO seguridad.segmenu (\n        comodulo, nuorden, nomenu, cousucre\n    )\n    VALUES (\n        p_comodulo, p_nuorden, p_nomenu, p_cousucre\n    )\n\tRETURNING comenu»\nfunción PL/pgSQL seguridad.fn_menu_insert(integer,integer,character varying,integer) en la línea 6 en sentencia SQL","SchemaName":"seguridad","TableName":"segmenu","ColumnName":"comodulo","DataTypeName":null,"ConstraintName":null,"File":"execMain.c","Line":"2219","Routine":"ReportNotNullViolationError","BatchCommand":null,"DbException.BatchCommand":null,"ErrorCode":-2147467259,"Type":"Npgsql.PostgresException"},"MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
